time,return_DASH,return_ETH,return_LTC,return_XMR,return_XRP
1514912400,-0.04436137071651103,-0.06649697741011773,-0.04450704225352109,-0.04538401861908459,-0.07050452781371297
1514916000,-0.023471117485982518,-0.015167007498295804,-0.001768867924528239,-0.024786672084518457,-0.019485038274182243
1514919600,0.0017358792896249309,-0.0005191209551825837,-0.005316007088009389,0.00708333333333333,0.02129169623846683
1514923200,0.029592108770994496,0.013331024930747892,0.005344418052256605,0.010757136946627943,0.0006949270326614965
1514926800,0.031330916623511174,-0.015718434990603103,-0.00649734199645613,-0.002046663937781301,0.002777777777777768
1514930400,-0.010042681395932784,0.011629925360180371,0.007134363852556502,0.015586546349466657,0.028393351800554134
1514934000,-0.010778594978442801,0.017844886753603406,0.0,-0.006058158319870777,-0.010774410774410659
1514937600,-0.009229585950519148,-0.016351989211058737,0.0035419126328217754,0.0008126777732631041,0.008168822328114222
1514941200,-0.02393582610945799,-0.021936589545843987,-0.028235294117647136,-0.020706455542022106,0.035786630654963014
1514944800,0.0019883351007423666,0.010338181181005712,0.009079903147699575,0.013266998341625147,-0.01629726205997395
1514948400,-0.006085461039820106,-0.006416926812348289,-0.00359928014397104,-0.0045008183306055605,0.009277667329357309
1514952000,0.008385465193664343,0.01693140164077489,0.0018061408789886713,0.013974517057131042,0.01707156927117537
1514955600,-0.010691657866948368,-0.015962924819773572,-0.009014423076923128,-0.020672882042967022,-0.016139444803099035
1514959200,-0.001067378252168072,0.007326007326007522,0.0006064281382656134,0.013245033112582849,0.026246719160105014
1514962800,-0.002804861760384636,0.0010389610389609505,0.0006060606060604989,0.0,0.03644501278772383
1514966400,-0.004420037503348628,0.0019027849852968348,0.0012113870381587066,0.028594771241829964,-0.0006169031462061048
1514970000,0.006457688685591378,0.008977900552486151,-0.000604960677555888,-0.008737092930897639,-0.022222222222222254
1514973600,0.010292741612083933,0.002566735112936369,0.004237288135593209,0.01642628205128216,0.01957070707070696
1514977200,-0.004498544588515396,0.0018774534903567286,0.0,0.007094994087504913,0.013622291021671673
1514980800,0.007044125465178075,-0.005621805792163537,0.0018083182640142859,-0.011741682974559575,0.013439218081857218
1514984400,-0.009898376666226727,0.0029124550282677575,-0.006016847172081841,0.00039603960396017435,0.05605786618444841
1514988000,-0.014129565449213621,-0.0037581141100101467,-0.007263922518159771,-0.0015835312747426444,-0.019406392694063634
1514991600,0.0024337479718767874,-0.007201646090535085,-0.0030487804878049918,-0.0003965107057890549,-0.014551804423748704
1514995200,0.006878877798758953,0.015371329879101836,-0.0055045871559632475,0.007140023800079387,0.09568812758417011
1514998800,0.004822505023442947,0.0646368430005102,0.0018450184501843658,0.001969279243796862,-0.016172506738544534
1515002400,-0.0026663111585122357,0.00047930979389709805,0.011663597298956496,0.008254716981132004,0.043835616438356206
1515006000,0.0001336719689879473,-0.022037687639731907,-0.013349514563106846,-0.006627680311890649,-0.022047244094487994
1515009600,0.0025394279604384895,0.0034291312867407164,-0.0012300123001229846,0.0023547880690737433,-0.015029522275899265
1515013200,0.013864818024263315,0.04035801464605382,0.004310344827586077,0.014487079091621169,-0.0016348773841962094
1515016800,-0.017619986850756164,-0.02424526826216178,-0.014101778050275793,-0.01582400617522206,-0.012008733624453982
1515020400,-0.005621737384553627,-0.003526771401090034,-0.009950248756218971,0.0023529411764706687,0.039226519337016486
1515024000,-0.010364786646924085,-0.02654440154440152,-0.027638190954773822,-0.02230046948356801,0.02126528442317932
1515027600,0.005848748639825985,0.01255990745331359,0.007105943152454719,0.017206882753101116,0.025507548152004178
1515031200,-0.0021636240703178933,0.0035906642728902316,0.01218729955099418,0.017702596380802404,-0.0076142131979693994
1515034800,0.02005691828161016,0.012359733289965869,0.001901140684410496,0.0030923850019328736,0.020971867007672618
1515038400,-0.011824099907001506,0.00626506024096396,-0.00379506641366234,-0.008092485549133,0.011523046092184464
1515042000,-0.011562247916106494,-0.0015964240102172012,-0.007619047619047525,-0.008935508935508985,0.06835066864784545
1515045600,0.0002720348204570122,0.012312120243044511,-0.007037747920665582,-0.004312034496275929,-0.016226240148354387
