end,start
1518323700000,1518321600000.0
1518243300000,1518242414867.0
1518170354867,1518049740000.0
1515042360000,1515034860000.0
1513604040000,1513600200000.0
1513592040000,1513591280879.0
1504738800000,1504713600000.0
1504196760000,1504196580000.0
