time,spread_DASH,volumefrom_DASH,volumeto_DASH,return_DASH,spread_ETH,volumefrom_ETH,volumeto_ETH,return_ETH,spread_LTC,volumefrom_LTC,volumeto_LTC,return_LTC,spread_XMR,volumefrom_XMR,volumeto_XMR,return_XMR,spread_XRP,volumefrom_XRP,volumeto_XRP,return_XRP
1514912400,-0.9428317760328568,0.5678940434828851,0.5852350123928561,0.0011227544910179519,-0.9625165912827136,-0.6614357344827979,-0.6201623903413389,-0.00773480662983428,1.7619657163516893,1.2898537926368483,1.238913759125959,-0.033750680457267264,1.7310493326036407,1.739172696193528,1.7383501217528818,-0.025330812854442386,-0.4107388443353802,-0.8044158290628609,-0.8020361466934018,0.0091383812010446
1514916000,1.7710362226924383,1.6982102327917006,1.6935800219649313,-0.04436137071651103,1.7825699583802501,1.7269954749509315,1.7121231164691402,-0.06649697741011773,1.1694999158952348,1.2364594623893266,1.166518579996413,-0.04450704225352109,1.6673939540122709,1.5536145939874582,1.5422005335890019,-0.04538401861908459,1.7517764867463919,1.5344384865369372,1.482847682226046,-0.07050452781371297
1514919600,1.0702549910248342,1.2403362491298806,1.16761858169354,-0.023471117485982518,1.1733343092151574,1.2391543873826265,1.141892409164051,-0.015167007498295804,0.017232417095719287,0.9604811529483442,0.8431765095864427,-0.001768867924528239,0.952290177908493,0.9634121851874816,0.8315591990762607,-0.024786672084518457,1.2647151006696398,1.4009086918683378,1.3418021178214417,-0.019485038274182243
1514923200,-0.10622255953454787,-0.588763033007602,-0.7029518989823236,0.0017358792896249307,-0.2750744766216441,-0.5349829458278876,-0.6470208915689827,-0.0005191209551825837,-0.3771877696683532,-1.082696596450068,-1.235803129062788,-0.005316007088009389,-0.2229876830116248,-0.7954019808042635,-0.898882499203696,0.0070833333333333295,-0.1931275351037796,-0.31326045524159285,-0.3627773613738896,0.021291696238466832
1514926800,0.027783865825845657,-0.8703834312441373,-0.8900247720066146,0.029592108770994493,-0.4609198298591355,-0.6574158995751647,-0.6802294509234784,0.013331024930747892,-1.3157868053092785,-1.31597082716946,-1.305965857406888,0.0053444180522566045,-1.220268596961556,-1.0410713725516083,-1.0463410476106645,0.010757136946627943,-0.6919525225291568,-0.6882966704566735,-0.7050725854580823,0.0006949270326614965
1514930400,0.6314723569121536,0.2777409313990976,0.3823610348534739,0.031330916623511174,-0.7075157016168002,-0.9707423689437952,-0.975360659559748,-0.015718434990603103,-0.9000612062431049,-0.8614292311789137,-0.8563125087246739,-0.00649734199645613,-0.9859142589260104,-0.7721143847832089,-0.7567974717985013,-0.002046663937781301,-0.8706769554731025,-0.8986441768377483,-0.9103220134197538,0.002777777777777768
1514934000,-0.9337506402030126,-0.2982728895868008,-0.22285147966316024,-0.010042681395932784,-0.9078267197963624,-0.7419731600211992,-0.7403085123638574,0.011629925360180373,-0.8672558454238374,-0.5840063663522261,-0.5741848392600662,0.007134363852556501,-0.5842992925672619,-0.5101802335741678,-0.4833621258986655,0.015586546349466657,-0.34135862435199443,-0.14581114268321765,-0.07186048404559416,0.02839335180055413
1514937600,-0.6152136626843137,-0.9068752673957488,-0.8359030685837073,-0.0107785949784428,-0.6639500632991465,-0.5627193240259882,-0.5013861766837991,0.017844886753603406,-0.810955329314828,-0.5586056619176296,-0.5556557245194991,0.0,-0.6183500737391641,-1.6953610804336114,-1.7416567214141023,-0.0060581583198707776,-1.2182385363360866,-1.020737558073808,-0.9525708436378888,-0.010774410774410659
1514941200,-0.9106658984701048,-0.9920334844363976,-0.9631267675354891,-0.009229585950519148,-0.8628456512036585,0.6143771535545313,0.6843426187682753,-0.016351989211058737,1.4294347071795637,1.7666427829570983,1.7755602390386032,0.003541912632821776,-1.6711665937103404,0.7593349583744471,0.8255598324657724,0.0008126777732631041,-1.1127756066470675,-0.4047205425491333,-0.3475736218267273,0.008168822328114222
1514944800,-0.1675935839306339,-0.7588980863293874,-0.7778150666630812,-0.02393582610945799,0.08180654776580444,0.8730144852919275,0.7861847200907681,-0.021936589545843987,1.6446947052145784,1.5840744062405316,1.5416744762491934,-0.028235294117647136,1.4877105674316489,-0.464640134564538,-0.4718757154048549,-0.020706455542022103,1.6165166837884462,1.695564723396916,1.702748946202476,0.035786630654963014
